Date,Temperature
2024-05-04,18.17371418760054
2024-05-05,21.380911251619956
2024-05-06,15.018927349738624
2024-05-07,15.867404540794457
2024-05-08,17.199302730175283
2024-05-09,15.993048691767601
2024-05-10,13.898673137867736
2024-05-11,17.137125949612056
2024-05-12,14.87539257254779
2024-05-13,17.94718486127036
2024-05-14,15.161151531532393
2024-05-15,20.09986881003508
2024-05-16,15.433493415327526
2024-05-17,16.35587696758865
2024-05-18,18.62703443473934
2024-05-19,14.53827136713209
2024-05-20,17.454919869208258
2024-05-21,19.614285508564855
2024-05-22,13.785033530877545
2024-05-23,17.36926771706461
2024-05-24,17.519765588496846
2024-05-25,18.56364574355462
2024-05-26,14.526098578243836
2024-05-27,14.359086773831446
2024-05-28,18.043883131233795
2024-05-29,17.593969346466373
2024-05-30,17.500985700691754
2024-05-31,17.69289641899395
2024-06-01,18.63995055684302
2024-06-02,20.464507394322005
2024-06-03,20.58614494659736
2024-06-04,18.571297163947264
2024-06-05,23.731549022289514
2024-06-06,20.947665841823575
2024-06-07,17.617393005594703
2024-06-08,21.31310721726766
2024-06-09,18.050636659545358
2024-06-10,21.574169207484903
2024-06-11,22.317191158014808
2024-06-12,18.358635363296578
2024-06-13,21.926752258488644
2024-06-14,20.825561853872998
2024-06-15,21.64412031998898
2024-06-16,23.793585965307894
2024-06-17,19.50922376799426
2024-06-18,18.49252767128502
2024-06-19,18.220971140748954
2024-06-20,18.368379430069123
2024-06-21,19.845796581171793
2024-06-22,20.682303949633287
2024-06-23,20.55338159866004
2024-06-24,21.654366498072047
2024-06-25,20.026003783755815
2024-06-26,22.907068154314633
2024-06-27,19.47068633352409
2024-06-28,25.440338333179238
2024-06-29,21.251334695530012
2024-06-30,18.285684887167434
2024-07-01,22.858215003877774
2024-07-02,25.96494483048637
2024-07-03,24.5530744293483
2024-07-04,26.428000988184184
2024-07-05,25.94647524914709
2024-07-06,24.854342174686256
2024-07-07,23.30641256386319
2024-07-08,21.97030555062827
2024-07-09,24.106970095865957
2024-07-10,26.712797588646943
2024-07-11,25.42818748826041
2024-07-12,22.508522442576023
2024-07-13,25.346361851702365
2024-07-14,25.770634759457675
2024-07-15,23.232285127597734
2024-07-16,25.307450211891055
2024-07-17,25.116417436892
2024-07-18,22.714059404338755
2024-07-19,25.715574720696566
2024-07-20,26.12156905273647
2024-07-21,27.166102486350553
2024-07-22,27.107604104069807
2024-07-23,22.244661264085817
2024-07-24,23.124349920169756
2024-07-25,26.03007053441732
2024-07-26,26.027571901824416
2024-07-27,26.030095372612095
2024-07-28,32.705462981309445
2024-07-29,26.141781021386333
2024-07-30,27.271131280361196
2024-07-31,26.908003526986406
2024-08-01,25.302782502611596
2024-08-02,23.369461510719308
2024-08-03,25.517938440986534
2024-08-04,22.454349570924855
2024-08-05,23.526362786519982
2024-08-06,23.02927290434179
2024-08-07,24.163748278772644
2024-08-08,28.629317133347016
2024-08-09,20.265469614816503
2024-08-10,25.372520380749027
2024-08-11,20.774568257620697
2024-08-12,23.056136268421135
2024-08-13,26.177901193934733
2024-08-14,24.128560038190926
2024-08-15,21.844510444141388
2024-08-16,22.569392581480063
2024-08-17,25.35919549786935
2024-08-18,22.539266736565725
2024-08-19,24.43291717916395
2024-08-20,24.091143679807626
2024-08-21,22.696799304788367
2024-08-22,28.28788817865065
2024-08-23,25.267838044636022
2024-08-24,19.949714826684787
2024-08-25,24.372908629538856
2024-08-26,22.676427070463223
2024-08-27,25.704866669592448
2024-08-28,22.414958523134597
2024-08-29,23.7705271170662
2024-08-30,25.009974557960913
2024-08-31,25.731510388340244
2024-09-01,17.59940718588845
2024-09-02,19.330997528318104
2024-09-03,19.050109377678087
2024-09-04,18.693341534852575
2024-09-05,23.530908480562193
2024-09-06,20.80996342192191
2024-09-07,17.47823209132991
2024-09-08,21.835723894109552
2024-09-09,24.244312394025265
2024-09-10,22.064930521102294
2024-09-11,16.961260068091974
2024-09-12,19.0315318542675
2024-09-13,22.533822298373245
2024-09-14,18.58466106876244
2024-09-15,20.887638856292458
2024-09-16,21.549268106858673
2024-09-17,18.146139056843833
2024-09-18,19.8809492878764
2024-09-19,13.517465319861856
2024-09-20,17.95122471733142
2024-09-21,19.49486369721368
2024-09-22,17.504433636070303
2024-09-23,23.26482260786327
2024-09-24,17.139717244078735
2024-09-25,19.119911026606033
2024-09-26,20.261481154572184
2024-09-27,22.88254657813223
2024-09-28,17.128275697641122
2024-09-29,22.32632750430992
2024-09-30,20.020466122039174
2024-10-01,13.036982697904097
2024-10-02,15.92420694852654
2024-10-03,15.39811939114694
2024-10-04,13.79956624568241
2024-10-05,15.139604169980037
2024-10-06,14.22937280627648
2024-10-07,15.227034690502496
2024-10-08,16.324261349042093
2024-10-09,18.172033632290706
2024-10-10,12.524369002346301
2024-10-11,19.266066749312532
2024-10-12,11.095824400954996
2024-10-13,14.696429809928834
2024-10-14,16.176634412969154
2024-10-15,15.561983735470065
2024-10-16,13.754600960358813
2024-10-17,14.58375549928545
2024-10-18,14.013998130682335
2024-10-19,13.821270486111576
2024-10-20,16.69920419404205
2024-10-21,15.714030971930095
2024-10-22,13.614180809478691
2024-10-23,16.799199750866503
2024-10-24,15.614599041753218
2024-10-25,16.62572423767792
2024-10-26,16.259257683847224
2024-10-27,13.342009978155856
2024-10-28,13.879637919606061
2024-10-29,16.494587210246525
2024-10-30,16.22074053086693
2024-10-31,14.958196812071703
2024-11-01,10.234654766617563
2024-11-02,12.555329791576849
2024-11-03,8.81685722232834
2024-11-04,11.094194762340075
2024-11-05,9.595614695132213
2024-11-06,9.564637593545559
2024-11-07,12.19755370397438
2024-11-08,11.65083269797606
2024-11-09,11.627019272001277
2024-11-10,12.610957614308658
2024-11-11,10.042007683265519
2024-11-12,11.363905942589927
2024-11-13,9.379466486813088
2024-11-14,10.648332704976884
2024-11-15,9.73971389126463
2024-11-16,10.193991929985437
2024-11-17,11.190314050873827
2024-11-18,8.363558633533055
2024-11-19,14.184774551370921
2024-11-20,7.987965237000596
2024-11-21,7.571622774424536
2024-11-22,12.316221747000135
2024-11-23,11.583325387925871
2024-11-24,11.24823963410431
2024-11-25,11.25669101852856
2024-11-26,9.97550645430617
2024-11-27,8.205491257028337
2024-11-28,10.151609116387453
2024-11-29,8.645676576975777
2024-11-30,11.950239466835502
2024-12-01,5.705885236995723
2024-12-02,4.349005606414977
2024-12-03,5.357228316694013
2024-12-04,6.825862908551248
2024-12-05,4.872550894392051
2024-12-06,4.355559208867137
2024-12-07,6.487374422983825
2024-12-08,6.4899331422174455
2024-12-09,4.9861136492577405
2024-12-10,5.057923388763355
2024-12-11,6.464099874715273
2024-12-12,3.1038313170053518
2024-12-13,3.1850724512468895
2024-12-14,4.563111557495128
2024-12-15,5.573105696576306
2024-12-16,6.621815131196009
2024-12-17,8.950712433899104
2024-12-18,7.7153192464040385
2024-12-19,5.680122940073145
2024-12-20,5.961967584194622
2024-12-21,3.9949412707243823
2024-12-22,5.96297372801522
2024-12-23,5.422682722159723
2024-12-24,6.645437120676179
2024-12-25,4.345538112895354
2024-12-26,7.038693028482345
2024-12-27,9.065477826005155
2024-12-28,5.782479703086285
2024-12-29,6.8034234441978825
2024-12-30,7.380287983422225
2024-12-31,5.197559056228328
